fetched_at,last_updated,last_reported,station_id,bikes_available,docks_available,ebikes_available,is_renting,is_returning,is_installed
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3005,11,18,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3006,3,26,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3007,8,14,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3008,5,7,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3010,7,7,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3011,3,13,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3014,27,1,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3016,7,8,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3018,6,12,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3019,13,6,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3020,4,11,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3022,14,6,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3024,7,8,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3025,7,7,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3026,6,9,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3027,5,10,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3030,6,23,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3032,14,13,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3033,6,6,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3034,15,7,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3035,8,15,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3036,8,7,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3037,8,9,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3040,1,2,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3042,12,16,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3045,3,6,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3046,5,12,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3047,15,10,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3048,3,13,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3052,7,12,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3054,8,7,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3056,3,12,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3058,7,8,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3062,6,9,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3063,7,15,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3064,7,10,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3065,10,5,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3066,8,6,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3068,9,5,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3069,5,12,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3074,8,14,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3075,3,10,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3076,2,9,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3077,4,9,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3078,10,5,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3079,5,8,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3081,6,6,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_3082,16,6,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4202,4,16,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4204,6,9,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4205,1,15,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4206,4,19,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4207,3,15,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4208,7,10,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4209,6,17,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4210,0,15,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4211,9,5,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4212,8,13,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4213,3,12,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4214,2,24,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4215,12,27,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4216,6,13,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4217,2,9,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4220,9,6,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4227,7,9,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4245,8,6,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4246,5,9,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4247,5,3,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4248,6,13,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4249,7,8,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4250,10,5,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4254,7,8,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4255,2,8,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4266,4,11,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4267,3,5,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4273,7,8,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4275,9,6,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4293,6,4,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4300,4,9,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4301,6,4,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4303,1,9,,0,0,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4304,8,3,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4306,7,6,,1,1,1
2026-09-20T01:29:27.042939+00:00,2026-09-20T01:29:28+00:00,2026-09-20T01:29:28+00:00,bcycle_lametro_4311,5,8,,1,1,1
