fetched_at,last_updated,last_reported,station_id,bikes_available,docks_available,ebikes_available,is_renting,is_returning,is_installed
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3005,5,25,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3006,3,25,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3007,6,11,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3008,6,6,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3010,9,5,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3011,1,15,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3014,24,4,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3016,2,13,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3018,15,3,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3019,5,14,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3020,4,11,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3022,9,11,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3024,4,11,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3025,6,8,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3026,6,9,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3027,1,14,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3030,8,21,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3032,18,8,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3033,2,10,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3034,10,12,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3035,11,12,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3036,10,5,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3037,9,9,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3040,2,1,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3042,8,20,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3045,4,6,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3046,4,13,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3047,26,6,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3048,11,4,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3052,4,11,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3054,5,10,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3056,6,6,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3058,5,10,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3062,10,2,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3063,0,22,,0,0,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3064,3,14,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3065,5,10,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3066,8,7,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3068,4,10,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3069,12,5,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3074,11,11,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3075,9,5,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3076,6,5,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3077,4,9,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3078,10,5,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3079,8,4,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3081,10,2,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_3082,9,16,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_4202,2,18,,1,1,1
2026-09-04T01:04:59.708070+00:00,2026-09-04T01:05:01+00:00,2026-09-04T01:05:01+00:00,bcycle_lametro_4204,4,12,,1,1,1
