fetched_at,last_updated,last_reported,station_id,bikes_available,docks_available,ebikes_available,is_renting,is_returning,is_installed
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3005,16,14,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3006,0,29,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3007,4,18,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3008,6,9,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3010,8,7,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3011,5,10,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3014,23,5,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3016,3,12,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3018,12,6,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3019,4,15,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3020,4,11,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3022,10,10,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3024,7,8,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3025,7,7,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3026,3,12,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3027,8,7,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3030,7,22,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3032,16,11,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3033,6,9,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3034,17,5,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3035,15,8,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3036,7,8,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3037,10,7,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3040,1,1,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3042,14,14,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3045,3,7,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3046,6,11,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3047,14,11,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3048,5,11,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3052,10,12,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3054,9,6,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3056,2,13,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3058,9,6,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3062,2,13,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3063,7,15,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3064,8,9,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3065,7,8,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3066,10,5,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3068,5,9,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3069,11,6,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3074,7,15,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3075,11,5,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3076,3,9,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3077,4,9,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3078,7,8,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3079,2,12,,1,1,1
2026-09-25T01:37:33.865467+00:00,2026-09-25T01:37:35+00:00,2026-09-25T01:37:35+00:00,bcycle_lametro_3081,6,6,,1,1,1
