fetched_at,last_updated,last_reported,station_id,bikes_available,docks_available,ebikes_available,is_renting,is_returning,is_installed
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3005,15,15,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3006,11,18,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3007,3,19,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3008,6,6,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3010,7,7,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3011,9,7,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3014,15,13,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3016,6,9,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3018,8,10,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3019,14,5,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3020,6,9,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3022,8,12,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3024,5,10,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3025,8,6,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3026,3,12,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3027,12,3,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3030,6,23,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3032,16,11,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3033,6,6,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3034,14,8,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3035,7,16,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3036,8,7,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3037,15,3,,1,1,1
2026-09-16T00:31:26.781735+00:00,2026-09-16T00:31:28+00:00,2026-09-16T00:31:28+00:00,bcycle_lametro_3040,1,2,,1,1,1
